,EmployeeID,Age,Gender,MaritalStatus,NumberChildren,DateBirth,Over18,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,OverTime,DistanceFromHome,RemoteWork,BusinessTravel,TrainingTimesLastYear,Department,JobRole,JobLevel,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,Salary,StandardHours
1267,334,41,Male,Divorced,,1982,,2,Life Sciences,2,"17,0",1,,0,0,1,1,1,2.0,3,3.0,No,,19,1,travel_rarely,2, Research & Development , research scientist ,2,1411.0,36.0,19877.0,,16,2,1000000000,
1268,nan336,45,Male,,,1978,,3,,0,"25,0",24,,1,7,1,4,3,3.0,4,3.0,No,,1,0,,2,, manager ,5,252.0,70.0,15970.0,19202.0,11,1,1000000000,
1269,342,37,Male,,,1986,,3,Medical,6,"17,0",1,,0,0,1,3,2,3.0,3,,Yes,No,10,1,,5,, manufacturing director ,3,504.0,61.0,22573.0,10048.0,11,2,1000000000,80.0
1270,nan337,51,Male,Married,,1972,,3,,1,"1,0",1,,0,0,1,4,2,2.0,3,3.0,No,No,38,1,,0,, research scientist ,1,833.0,96.0,23231.0,2723.0,11,0,1000000000,
1271,364,28,Male,Single,,1995,,4,Life Sciences,2,"5,0",0,,0,0,1,3,3,1.0,3,3.0,Yes,,2,0,travel_rarely,5,, laboratory technician ,1,529.0,79.0,14935.0,,11,0,1000000000,
1272,nan338,29,Male,Married,,1994,Y,3,Medical,2,"10,0",0,,0,0,1,2,2,,2,3.0,No,No,2,1,travel_rarely,2,, sales executive ,2,1210.0,78.0,3687.0,6644.0,19,2,1000000000,
1273,367,31,Male,,,1992,Y,3,Medical,0,"10,0",9,,7,8,1,4,2,3.0,2,,No,No,23,1,travel_rarely,2, Research & Development , healthcare representative ,2,1463.0,64.0,14408.0,,21,1,1000000000,
1274,nan339,38,Female,,,1985,Y,2,Medical,1,"8,0",8,,7,7,1,1,3,3.0,4,4.0,No,Yes,7,0,travel_rarely,3,, sales executive ,2,322.0,44.0,19191.0,5605.0,24,1,1000000000,
1275,392,44,Male,,,1979,,3,Life Sciences,3,"19,0",1,,0,0,1,3,4,1.0,3,4.0,Yes,Yes,12,1,travel_frequently,0,, laboratory technician ,1,920.0,43.0,19920.0,3161.0,22,1,1000000000,
1276,397,36,Male,Single,,1987,Y,3,Technical Degree,4,"10,0",8,,7,7,1,2,4,3.0,3,3.0,No,,3,1,,2,, research scientist ,2,506.0,30.0,26285.0,,12,0,1000000000,
1277,nan340,18,Male,Single,,2005,Y,3,,1,"0,0",0,,0,0,1,3,3,3.0,3,3.0,Yes,No,3,1,,2, Research & Development , laboratory technician ,1,,54.0,25233.0,1420.0,13,0,1000000000,
1278,407,36,Male,Married,,1987,,4,Life Sciences,4,"4,0",1,,0,0,1,4,4,3.0,4,3.0,No,No,18,1,,2,, laboratory technician ,1,566.0,81.0,7122.0,,18,2,1000000000,
1279,nan341,18,Female,,,2005,Y,3,,1,"0,0",0,,0,0,1,3,1,3.0,2,3.0,No,No,10,0,,2,, sales representative ,1,812.0,69.0,9724.0,1200.0,12,0,1000000000,
1280,445,39,Female,Married,,1984,Y,2,,4,"12,0",1,,0,0,1,3,1,2.0,3,3.0,Yes,Yes,3,1,travel_rarely,3,, sales executive ,2,1162.0,41.0,17778.0,5238.0,18,0,1000000000,
1281,nan342,43,Female,Married,,1980,Y,3,,8,,1,,0,0,2,1,1,2.0,3,3.0,No,No,15,1,travel_rarely,1, Research & Development , healthcare representative ,3,1001.0,43.0,9262.0,9985.0,16,1,1000000000,
1282,nan343,47,Male,,,1976,,1,Medical,3,"5,0",0,,0,0,1,3,1,3.0,3,3.0,No,No,4,0,travel_frequently,3,, sales representative ,2,1309.0,99.0,25751.0,,19,0,1000000000,
1283,468,42,Female,Single,,1981,Y,5,,2,"16,0",1,,0,0,1,4,2,3.0,3,3.0,No,No,23,0,travel_rarely,2,, research director ,4,810.0,44.0,15901.0,15992.0,14,0,1000000000,
1284,471,32,Female,Married,,1991,Y,3,,1,"8,0",8,,0,7,1,2,3,3.0,3,,No,No,2,1,,4,, laboratory technician ,1,1062.0,75.0,3956.0,2370.0,13,1,1000000000,
1285,473,48,Female,Married,,1975,Y,1,Medical,3,"15,0",0,,0,0,1,3,2,1.0,3,4.0,No,,29,1,travel_rarely,3,, manager ,3,530.0,91.0,23978.0,,21,1,1000000000,
1286,477,42,Male,,,1981,,4,,3,,1,,0,0,1,4,2,3.0,2,4.0,No,,2,0,travel_rarely,6, Research & Development , healthcare representative ,2,1332.0,98.0,17078.0,6781.0,23,0,1000000000,
1287,479,36,Female,,,1987,Y,5,Medical,4,,1,,0,0,1,4,2,3.0,3,,No,,1,1,non-travel,6,, sales executive ,2,845.0,45.0,15276.0,6653.0,15,0,1000000000,
1288,485,33,Female,Single,,1990,,3,Marketing,1,"1,0",1,,0,0,1,3,2,3.0,3,,Yes,,5,0,travel_rarely,2,, sales representative ,1,350.0,34.0,9150.0,2851.0,13,0,1000000000,
1289,487,46,Female,Married,,1977,,4,Medical,2,"7,0",1,,0,0,1,3,3,4.0,3,3.0,No,,7,1,,2, Research & Development , manufacturing director ,2,1144.0,30.0,16044.0,5258.0,14,0,1000000000,
1290,494,21,Female,Single,,2002,Y,3,Life Sciences,1,"1,0",1,,0,0,1,2,4,3.0,4,3.0,Yes,,12,0,travel_rarely,0, Sales , sales representative ,1,156.0,90.0,25422.0,,15,0,1000000000,
1291,508,30,Male,,,1993,,1,Technical Degree,1,,1,,0,0,1,2,1,3.0,3,3.0,No,,2,1,,3,, sales representative ,1,202.0,72.0,17434.0,2476.0,18,1,1000000000,
1292,514,30,Male,Single,,1993,Y,3,,9,"3,0",1,,0,0,1,4,3,3.0,3,4.0,Yes,Yes,4,0,travel_frequently,4,, research scientist ,1,464.0,40.0,3427.0,2285.0,23,0,1000000000,
1293,518,32,Male,Single,,1986,Y,4,,2,"18,0",1,,0,1,1,2,4,2.0,3,3.0,No,,10,1,travel_rarely,2,, manufacturing director ,2,1305.0,49.0,21123.0,4197.0,12,0,1000000000,
1294,nan344,40,Female,Married,,1983,,3,,6,,1,,0,0,1,3,2,3.0,2,4.0,No,No,2,1,travel_rarely,3,, laboratory technician ,2,555.0,78.0,13436.0,3448.0,22,1,1000000000,
1295,nan345,28,Male,,,1995,Y,2,,1,"10,0",10,,1,8,1,1,4,,3,3.0,No,,17,0,travel_rarely,2,, laboratory technician ,2,1300.0,79.0,13535.0,4558.0,12,1,1000000000,
1296,556,38,Male,Married,,1985,Y,2,,1,,1,,0,0,1,4,3,3.0,3,4.0,No,Yes,2,0,travel_frequently,3,, laboratory technician ,1,1490.0,42.0,12106.0,1702.0,23,1,1000000000,
1297,566,19,Male,Single,,2004,Y,2,Technical Degree,1,"1,0",1,,0,0,1,4,3,4.0,2,3.0,Yes,No,2,1,,3,, human resources ,1,489.0,,18437.0,2564.0,12,0,1000000000,
1298,568,57,Male,Divorced,,1966,Y,3,,3,,1,,0,0,1,4,3,2.0,2,3.0,No,No,29,1,travel_rarely,3,, manager ,4,210.0,56.0,22102.0,,12,1,1000000000,
1299,nan346,47,Female,,,1976,,2,Medical,5,"20,0",5,,0,4,1,4,3,3.0,3,,No,,2,1,travel_rarely,2,, manufacturing director ,2,983.0,65.0,7389.0,5070.0,13,3,1000000000,
1300,nan347,54,Female,Single,,1969,Y,4,Life Sciences,7,,1,,0,0,1,3,3,3.0,3,3.0,No,,8,0,travel_rarely,3,, laboratory technician ,2,548.0,42.0,23428.0,3780.0,11,0,1000000000,80.0
1301,nan348,31,Male,,,1992,Y,3,,3,"12,0",1,,0,0,4,3,1,3.0,3,3.0,Yes,No,42,1,travel_frequently,2,, healthcare representative ,3,534.0,66.0,22908.0,9824.0,12,0,1000000000,
1302,614,18,Male,,,2005,,3,Marketing,1,,0,,0,0,1,2,4,3.0,3,3.0,Yes,Yes,5,0,travel_frequently,3,, sales representative ,1,1306.0,69.0,8059.0,1878.0,14,0,1000000000,
1303,615,40,Male,,,1983,,3,Other,3,"20,0",1,,0,1,1,1,3,3.0,1,3.0,No,No,28,1,,2,, sales executive ,3,1094.0,58.0,11373.0,,15,1,1000000000,
1304,nan349,26,Male,,,1997,,2,,5,"8,0",0,,0,0,1,3,1,3.0,3,3.0,No,,29,1,,5,, sales executive ,2,775.0,45.0,4267.0,,12,2,1000000000,
1305,622,26,Male,Single,,1997,,3,,1,"1,0",1,,0,0,1,4,2,1.0,1,3.0,Yes,Yes,24,1,travel_rarely,3, Research & Development , laboratory technician ,1,471.0,66.0,23213.0,2340.0,18,0,1000000000,
1306,nan350,38,Female,,,1985,,3,,3,"18,0",1,,0,0,1,3,3,,3,3.0,No,No,10,1,,4,, healthcare representative ,2,1495.0,76.0,22174.0,,19,1,1000000000,80.0
1307,643,24,Male,Married,,1999,Y,2,Other,1,"1,0",1,,0,0,1,2,4,3.0,2,4.0,No,No,17,1,,2,, laboratory technician ,1,823.0,94.0,9100.0,2127.0,21,1,1000000000,
1308,648,30,Male,Married,,1993,Y,4,,1,"1,0",1,,0,0,1,1,3,4.0,2,3.0,Yes,No,12,1,travel_frequently,2,, sales representative ,1,448.0,74.0,14470.0,2033.0,18,1,1000000000,
1309,656,37,Male,Married,,1986,,3,Marketing,4,,3,,1,0,1,3,3,2.0,3,3.0,No,,2,0,travel_rarely,3,, sales executive ,2,558.0,75.0,3010.0,9602.0,11,1,1000000000,
1310,657,20,Female,,,2003,,3,Life Sciences,1,"1,0",1,,0,0,1,2,4,4.0,2,,No,No,1,1,travel_rarely,0, Research & Development , research scientist ,1,959.0,83.0,11757.0,,13,0,1000000000,80.0
1311,661,43,Male,Divorced,,1980,Y,4,Other,4,"21,0",1,,0,0,1,4,3,,2,3.0,No,,14,0,,3,, research director ,4,782.0,50.0,2671.0,16627.0,14,1,1000000000,
1312,662,38,Female,,,1985,,1,Life Sciences,3,"8,0",0,,0,0,1,1,4,2.0,3,3.0,No,No,27,1,,3,, research scientist ,1,362.0,,14561.0,,17,0,1000000000,
1313,nan351,33,Male,Divorced,,1990,Y,4,Marketing,0,"6,0",5,,1,2,1,3,4,3.0,3,3.0,No,,8,0,,3, Sales , sales executive ,2,1216.0,39.0,20431.0,,12,0,1000000000,80.0
1314,nan352,30,Female,,,1993,,3,,1,"1,0",1,,0,0,1,3,3,,3,4.0,No,No,3,0,,2,, research scientist ,1,160.0,71.0,22653.0,2083.0,20,1,1000000000,
1315,690,29,Female,,,1994,Y,2,Medical,1,,6,,1,2,1,3,1,2.0,3,3.0,No,No,44,0,,5, Sales , sales executive ,2,,62.0,3487.0,,14,1,1000000000,
1316,701,20,Male,Single,,2003,,1,Medical,1,,1,,1,1,1,3,4,3.0,3,3.0,Yes,,10,1,,5,, research scientist ,1,1362.0,32.0,26999.0,1009.0,11,0,1000000000,
1317,704,35,Male,Married,,1988,Y,3,,1,"1,0",1,,0,0,2,3,3,3.0,2,3.0,No,No,20,0,non-travel,3,, laboratory technician ,1,727.0,41.0,16900.0,,18,2,1000000000,
1318,715,37,Male,Single,,1986,Y,2,Life Sciences,3,,1,,0,0,1,4,1,,4,3.0,No,No,10,1,,2,, research scientist ,1,1225.0,80.0,15232.0,,17,0,1000000000,
1319,743,38,Female,Single,,1985,,3,,4,"10,0",1,,0,0,1,3,4,,3,,No,Yes,1,1,,4,, manufacturing director ,3,168.0,81.0,15397.0,7861.0,14,0,1000000000,
1320,749,29,Male,Single,,1994,Y,3,,1,"1,0",1,,0,0,1,3,3,,3,3.0,No,No,10,0,,6,, sales representative ,1,1396.0,,2755.0,2642.0,11,0,1000000000,
1321,nan353,35,Female,Divorced,,1988,Y,4,,2,"16,0",1,,0,0,1,1,1,4.0,3,3.0,No,No,2,1,,2,, healthcare representative ,2,1225.0,61.0,4761.0,,11,1,1000000000,
1322,773,38,Male,Married,,1985,,5,Medical,6,,1,,0,1,1,3,2,1.0,3,3.0,No,Yes,2,1,travel_rarely,0,, research scientist ,1,268.0,92.0,20471.0,,13,1,1000000000,80.0
1323,775,34,Female,,,1989,,5,Life Sciences,3,,0,,0,0,1,1,3,,3,3.0,No,No,8,1,travel_rarely,3,, manufacturing director ,2,167.0,32.0,4187.0,5121.0,14,1,1000000000,
1324,811,23,Male,,,2000,,3,Life Sciences,1,"1,0",0,,0,0,1,1,3,3.0,4,4.0,Yes,Yes,6,0,,2,, laboratory technician ,1,1243.0,,3445.0,,21,2,1000000000,
1325,812,24,Male,Divorced,,1999,Y,3,Life Sciences,1,,1,,0,0,1,2,3,3.0,2,3.0,No,No,9,0,,4,, laboratory technician ,1,1092.0,60.0,26551.0,2694.0,11,3,1000000000,
1326,816,29,Female,Married,,1994,,2,Life Sciences,1,"1,0",1,,0,0,1,1,4,3.0,2,3.0,Yes,,1,1,travel_rarely,1,, laboratory technician ,1,805.0,36.0,6689.0,,11,1,1000000000,
1327,832,40,Male,,,1983,Y,4,Medical,6,"10,0",1,,0,0,1,3,4,3.0,2,3.0,No,No,16,1,travel_frequently,6,, laboratory technician ,2,720.0,51.0,11983.0,5094.0,14,0,1000000000,
1328,833,30,Female,Single,,1993,Y,3,,5,"12,0",0,,0,0,1,4,2,2.0,2,4.0,No,,2,1,travel_rarely,4, Research & Development , manufacturing director ,2,,52.0,20234.0,,24,0,1000000000,
1329,834,45,Female,,,1978,,3,,1,"1,0",1,,0,0,1,3,4,3.0,2,3.0,No,No,2,1,,3,, research scientist ,1,252.0,95.0,6153.0,2274.0,14,0,1000000000,
1330,nan354,27,Male,Married,,1996,,3,Medical,1,"0,0",0,,0,0,1,4,3,2.0,3,3.0,No,,3,1,,6,, research scientist ,1,443.0,50.0,16571.0,,11,3,1000000000,80.0
1331,nan355,37,Male,,,1986,Y,4,Marketing,4,"9,0",1,,0,0,1,3,4,3.0,2,,No,,16,1,,2,, sales executive ,2,342.0,66.0,24558.0,,19,2,1000000000,80.0
1332,nan356,32,Male,Divorced,,1991,,3,Life Sciences,0,"4,0",3,,0,2,1,4,2,3.0,3,,No,No,1,1,,2,, laboratory technician ,1,300.0,61.0,9148.0,2314.0,12,1,1000000000,
1333,897,53,Male,Married,,1970,,3,Marketing,5,"28,0",2,,2,2,1,4,3,3.0,3,3.0,No,,8,1,travel_rarely,3,, sales executive ,4,868.0,73.0,22789.0,,14,1,1000000000,80.0
1334,904,37,Male,Single,,1986,,2,,1,,10,,0,9,2,2,4,3.0,3,3.0,No,Yes,19,0,,2,, sales executive ,3,1252.0,32.0,4814.0,,13,0,1000000000,
1335,911,32,Male,,,1991,Y,4,,1,"1,0",1,,0,1,1,4,3,1.0,3,4.0,Yes,,25,1,travel_rarely,2,, laboratory technician ,1,374.0,87.0,18016.0,,24,0,1000000000,
1336,918,58,Male,Divorced,,1965,Y,1,,9,"3,0",1,,0,0,1,4,4,2.0,2,3.0,Yes,,2,1,travel_frequently,3,, laboratory technician ,1,781.0,57.0,13384.0,2380.0,14,1,1000000000,
1337,nan357,43,Female,Divorced,,1980,Y,3,,4,"4,0",1,,0,0,1,2,3,4.0,3,4.0,No,No,8,0,travel_rarely,2,, manufacturing director ,2,177.0,55.0,23814.0,,21,1,1000000000,
1338,923,21,Female,Single,,2002,,1,Other,1,,1,,0,0,1,4,1,2.0,3,,Yes,No,18,0,travel_rarely,3, Research & Development , research scientist ,1,1427.0,65.0,8870.0,,19,0,1000000000,
1339,934,34,Male,,,1989,Y,3,Life Sciences,1,"1,0",1,,1,0,4,2,2,3.0,3,3.0,No,No,48,1,,3,, laboratory technician ,1,546.0,83.0,6896.0,2008.0,14,2,1000000000,80.0
1340,940,58,Female,Divorced,,1965,Y,3,,2,"24,0",6,,0,4,1,2,4,3.0,2,,No,,5,0,,3,, healthcare representative ,3,1272.0,37.0,9255.0,10552.0,13,1,1000000000,
1341,945,48,Male,Married,,1975,,4,Medical,4,"13,0",0,,0,0,1,3,1,2.0,3,3.0,No,,20,0,,2,, research scientist ,1,,51.0,5543.0,2259.0,17,2,1000000000,80.0
1342,951,32,Female,Married,,1991,,3,Life Sciences,6,"5,0",3,,0,2,1,2,3,3.0,2,,No,No,1,1,non-travel,3,, laboratory technician ,1,1184.0,70.0,3974.0,,20,0,1000000000,
1343,952,25,Male,Married,,1998,Y,2,Marketing,1,,1,,0,0,1,2,3,3.0,2,,Yes,Yes,19,0,,2,, sales representative ,1,867.0,36.0,18798.0,2413.0,18,3,1000000000,80.0
1344,954,40,Male,Divorced,,1983,,4,Marketing,2,"11,0",1,,0,0,1,2,2,2.0,2,3.0,No,No,10,1,,2, Sales , sales executive ,3,658.0,67.0,20652.0,,12,1,1000000000,80.0
1345,959,19,Male,Single,,2004,Y,3,Other,1,"1,0",1,,0,0,1,2,2,4.0,2,3.0,Yes,Yes,21,0,,3,, sales representative ,1,419.0,37.0,9947.0,2121.0,13,0,1000000000,80.0
1346,nan358,20,Male,Single,,2003,Y,3,Technical Degree,1,"1,0",1,,0,0,1,1,2,3.0,3,3.0,Yes,,4,0,travel_rarely,2, Research & Development , laboratory technician ,1,129.0,84.0,13008.0,,19,0,1000000000,80.0
1347,nan359,33,Female,,,1990,,3,,0,"6,0",5,,1,4,1,4,1,3.0,2,3.0,No,,1,1,travel_rarely,3,, healthcare representative ,2,1069.0,42.0,12291.0,,14,0,1000000000,
1348,nan360,58,Male,Single,,1965,Y,3,,4,"7,0",1,,0,0,1,3,1,3.0,3,4.0,Yes,No,2,0,travel_rarely,4,, research scientist ,1,289.0,51.0,26227.0,2479.0,24,0,1000000000,80.0
1349,986,40,Female,Single,,1983,,3,,4,"22,0",1,,0,0,1,2,4,2.0,4,3.0,Yes,,24,1,non-travel,2,, sales executive ,4,1479.0,100.0,17071.0,13194.0,16,0,1000000000,
1350,994,29,Female,Single,,1994,,3,,6,"3,0",0,,0,0,1,1,3,3.0,2,4.0,Yes,Yes,10,1,travel_rarely,5,, research scientist ,1,906.0,92.0,11479.0,,20,0,1000000000,
1351,1003,47,Female,Single,,1976,Y,2,Life Sciences,1,"9,0",9,,0,7,1,4,3,3.0,3,3.0,No,Yes,18,0,travel_rarely,0,, sales executive ,2,955.0,83.0,8571.0,4163.0,17,0,1000000000,
1352,1012,18,Male,,,2005,,2,,1,,0,,0,0,1,4,4,3.0,3,3.0,No,No,5,1,,2,, research scientist ,1,287.0,73.0,13493.0,,15,0,1000000000,
1353,nan361,20,Female,,,2003,,3,Medical,1,"1,0",1,,0,0,1,1,1,3.0,2,3.0,Yes,Yes,16,0,,2,, research scientist ,1,1097.0,98.0,18275.0,2600.0,15,0,1000000000,80.0
1354,1029,42,Male,,,1981,,2,,6,"21,0",1,,0,0,1,3,2,4.0,3,3.0,No,No,5,1,,3,, manager ,5,265.0,90.0,7770.0,18303.0,13,0,1000000000,
1355,nan362,50,Male,Married,,1973,,3,,4,"8,0",1,,0,0,1,4,2,3.0,3,,No,No,9,1,travel_rarely,5, Research & Development , laboratory technician ,1,804.0,64.0,20165.0,2380.0,18,0,1000000000,
1356,1033,37,Female,,,1986,,2,Medical,5,"15,0",1,,0,0,1,2,1,1.0,1,3.0,Yes,No,11,1,travel_rarely,2,, healthcare representative ,2,1141.0,61.0,14382.0,4777.0,15,0,1000000000,
1357,nan363,38,Male,,,1985,,4,Life Sciences,8,"19,0",1,,0,0,1,4,3,3.0,3,3.0,No,Yes,3,0,,1,, sales executive ,2,,42.0,4981.0,,12,0,1000000000,80.0
1358,1052,36,Male,Divorced,,1987,,3,,7,"9,0",1,,0,0,1,3,2,2.0,3,3.0,Yes,,15,1,,3,, laboratory technician ,2,660.0,81.0,7858.0,,14,1,1000000000,
1359,1056,28,Male,Married,,1995,Y,1,Medical,1,,1,,0,0,1,2,2,3.0,3,4.0,No,No,10,1,travel_rarely,5, Sales , sales representative ,1,1144.0,74.0,23384.0,1052.0,22,0,1000000000,
1360,1076,43,Male,,,1980,Y,3,,5,"18,0",1,,0,0,1,4,3,3.0,2,3.0,No,No,25,1,,5,, sales executive ,3,415.0,,5268.0,,13,1,1000000000,
1361,1079,21,Female,Single,,2002,,3,,1,"1,0",1,,1,0,1,1,1,2.0,2,,Yes,No,10,1,travel_rarely,6, Research & Development , laboratory technician ,1,1334.0,36.0,17258.0,,13,0,1000000000,
1362,1081,51,Male,Married,,1972,,4,,9,"18,0",10,,2,7,1,3,3,4.0,3,,Yes,,4,0,travel_rarely,2,, research scientist ,1,1323.0,34.0,10332.0,2461.0,12,3,1000000000,
1363,1105,37,Female,Divorced,,1986,,4,,2,"8,0",1,,0,0,1,4,3,3.0,2,,No,Yes,10,0,,5, Sales , sales executive ,2,309.0,88.0,24223.0,,14,3,1000000000,
1364,1111,28,Male,Divorced,,1995,,3,Medical,1,,1,,0,0,1,2,1,3.0,2,,Yes,No,1,0,,2, Research & Development , laboratory technician ,1,1009.0,45.0,7160.0,2596.0,15,2,1000000000,80.0
1365,1113,50,Male,Single,,1973,Y,4,,3,"5,0",0,,0,0,1,3,4,3.0,3,3.0,Yes,Yes,1,1,,4,, sales executive ,2,,81.0,17251.0,4728.0,14,0,1000000000,80.0
1366,1115,34,Male,,,1989,Y,4,,3,"6,0",0,,0,0,1,4,4,3.0,2,3.0,No,No,3,1,,2,, research scientist ,1,697.0,40.0,22478.0,,17,3,1000000000,
1367,1125,38,Male,Single,,1985,Y,2,Marketing,7,,1,,0,0,1,2,3,3.0,3,3.0,No,No,2,1,travel_rarely,2,, sales executive ,3,130.0,32.0,20619.0,7351.0,16,0,1000000000,
1368,nan364,42,Male,,,1981,,3,,4,"16,0",1,,0,0,1,4,1,3.0,1,3.0,No,,29,0,,3,, laboratory technician ,2,188.0,56.0,9558.0,,19,0,1000000000,
1369,1156,18,Male,Single,,2005,,1,,1,,0,,0,0,1,3,4,3.0,3,3.0,Yes,No,8,1,,0,, laboratory technician ,1,247.0,80.0,13556.0,,12,0,1000000000,
1370,1158,41,Male,,,1982,,4,,3,"6,0",1,,0,0,1,4,1,,3,3.0,No,Yes,12,0,,4,, laboratory technician ,1,167.0,46.0,9051.0,4766.0,11,1,1000000000,80.0
1371,1172,35,Male,,,1988,Y,4,Medical,6,,8,,1,7,1,3,2,3.0,2,3.0,No,No,1,1,travel_rarely,2, Research & Development , laboratory technician ,1,982.0,58.0,16340.0,2258.0,12,1,1000000000,
1372,1190,32,Female,,,1991,,1,,1,"1,0",1,,0,0,1,1,3,3.0,3,3.0,No,,2,1,,3, Sales , sales representative ,1,862.0,76.0,14947.0,2827.0,12,3,1000000000,80.0
1373,nan365,22,Male,Married,,2001,,4,Life Sciences,0,"1,0",0,,0,0,1,4,2,3.0,2,3.0,Yes,Yes,3,1,,5,, research scientist ,1,1256.0,48.0,4223.0,2853.0,11,1,1000000000,
1374,1206,44,Male,Single,,1979,Y,3,,2,"6,0",0,,0,0,3,3,4,3.0,1,,No,No,26,1,non-travel,3,, research scientist ,1,111.0,74.0,4279.0,2290.0,13,0,1000000000,
1375,1210,41,Male,,,1982,,2,Life Sciences,6,"5,0",1,,0,0,1,1,1,1.0,2,3.0,Yes,No,5,1,non-travel,2,, research scientist ,1,906.0,95.0,20293.0,2107.0,17,1,1000000000,
1376,nan366,40,Male,,,1983,,4,,5,,0,,0,0,1,2,4,3.0,3,3.0,No,No,2,0,travel_frequently,2,, sales executive ,2,1184.0,62.0,25440.0,,12,3,1000000000,
1377,nan367,24,Female,,,1999,,2,Life Sciences,1,"1,0",1,,0,0,1,2,1,1.0,3,3.0,Yes,,17,1,,3,, laboratory technician ,1,984.0,97.0,3372.0,2210.0,13,1,1000000000,80.0
1378,1242,42,Female,Married,,1981,,5,Medical,3,,1,,0,0,1,1,3,3.0,3,3.0,No,Yes,26,0,travel_frequently,6,, research director ,3,458.0,60.0,23281.0,13191.0,17,0,1000000000,80.0
1379,1256,49,Male,Married,,1974,,2,Medical,2,"23,0",1,,0,0,1,3,3,4.0,2,,No,,4,1,,2, Research & Development , manager ,5,1098.0,85.0,12124.0,,13,1,1000000000,80.0
1380,1258,48,Male,Single,,1975,Y,2,Technical Degree,5,"7,0",1,,0,0,1,2,3,2.0,4,3.0,No,,2,1,travel_rarely,4,, laboratory technician ,1,969.0,76.0,16620.0,,11,0,1000000000,
1381,1260,29,Male,,,1994,,3,,1,"6,0",6,,1,0,1,4,2,3.0,3,3.0,No,,7,1,travel_rarely,2, Research & Development , healthcare representative ,2,1329.0,82.0,4204.0,,11,2,1000000000,80.0
1382,1263,48,Male,Single,,1975,,3,Life Sciences,6,,1,,0,0,1,4,3,4.0,2,3.0,No,No,1,1,,3, Research & Development , research director ,5,715.0,76.0,8733.0,18265.0,12,0,1000000000,
1383,nan368,34,Female,,,1989,,3,Technical Degree,0,"2,0",1,,0,0,1,3,4,2.0,4,3.0,No,No,20,1,,5,, research scientist ,1,1320.0,89.0,21643.0,,17,0,1000000000,
1384,1269,19,Female,Single,,2004,Y,3,Life Sciences,1,"1,0",1,,0,1,1,4,4,3.0,4,3.0,No,,25,1,,2,, research scientist ,1,265.0,57.0,21221.0,,12,0,1000000000,
1385,1270,23,Male,,,2000,Y,2,,1,"1,0",1,0.0,0,1,1,3,4,3.0,3,4.0,No,No,1,0,,2,, research scientist ,1,373.0,47.0,16901.0,,22,1,1000000000,
1386,1273,25,Male,Single,,1998,Y,1,,1,"1,0",1,,1,0,1,4,4,3.0,1,,Yes,Yes,32,1,travel_frequently,4,, sales representative ,1,599.0,73.0,8040.0,1118.0,14,0,1000000000,
1387,nan369,42,Female,Married,,1981,Y,4,Medical,6,"18,0",1,,0,0,1,2,4,3.0,4,3.0,No,Yes,34,0,,2,, research scientist ,2,603.0,78.0,5628.0,2372.0,16,0,1000000000,
1388,nan370,51,Female,Single,,1972,Y,2,Medical,0,"8,0",7,,7,7,1,3,2,2.0,2,3.0,No,,6,0,travel_frequently,6,, laboratory technician ,1,968.0,40.0,4257.0,2838.0,14,0,1000000000,
1389,1306,45,Female,,,1978,,3,Medical,3,"22,0",0,,0,0,1,2,3,3.0,3,4.0,No,,25,0,travel_frequently,4,, manager ,5,364.0,,13035.0,18061.0,22,0,1000000000,80.0
1390,1364,27,Female,Married,,1996,,3,Medical,8,"5,0",1,,0,0,1,4,2,3.0,4,,No,,11,1,,4,, sales representative ,1,1291.0,98.0,6527.0,,14,1,1000000000,
1391,1368,18,Female,Single,,2005,Y,3,,1,"0,0",0,,0,0,1,4,3,4.0,3,3.0,No,,1,0,non-travel,5,, laboratory technician ,1,1124.0,97.0,19305.0,1611.0,15,0,1000000000,
1392,1379,31,Female,Single,,1992,,3,,7,"3,0",1,,0,0,1,4,3,4.0,2,3.0,Yes,No,2,1,travel_frequently,3,, sales representative ,1,703.0,90.0,11882.0,,14,0,1000000000,
1393,1427,31,Female,Single,,1992,,4,Life Sciences,1,,1,,0,0,1,3,2,3.0,1,,Yes,,1,0,travel_frequently,3,, sales representative ,1,,50.0,16154.0,,12,0,1000000000,
1394,1433,31,Female,,,1992,Y,3,Life Sciences,1,,1,,0,0,1,2,3,4.0,2,3.0,Yes,,8,0,travel_rarely,3,, research scientist ,1,202.0,34.0,22262.0,,12,0,1000000000,
1395,1434,27,Male,Married,,1996,,1,Life Sciences,0,"6,0",5,,1,4,1,1,2,4.0,3,3.0,No,,11,0,travel_rarely,3,, laboratory technician ,1,1377.0,91.0,7679.0,,14,0,1000000000,80.0
1396,1458,39,Female,Single,,1984,,3,,2,"11,0",1,,0,0,1,1,2,4.0,2,4.0,Yes,Yes,2,1,,2,, laboratory technician ,1,592.0,54.0,17181.0,,23,0,1000000000,
