,EmployeeID,Age,Gender,MaritalStatus,DateBirth,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,OverTime,DistanceFromHome,RemoteWork,BusinessTravel,TrainingTimesLastYear,JobRole,JobLevel,DailyRate,HourlyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,Salary
1239,64,48,Male,Unknown,1975,2,Unknown,9,11.0921024992964,1,0,0,1,3,4,3.0,2,3.0,Yes,0.25693302323520606,1,0,Unknown,2, laboratory technician ,3,626.0,98.0,19294.0,13,0,1000000000
1240,70,35,Male,Married,1988,2,Medical,2,10.0,4,2,3,3,1,3,3.0,2,3.0,No,1.0,11,1,non-travel,3, healthcare representative ,3,1097.0,79.0,8302.0,13,1,1000000000
1241,84,55,Female,Divorced,1968,3,Unknown,2,21.0,5,0,2,4,3,3,3.0,3,3.0,No,1.0,8,1,travel_rarely,2, manager ,4,836.0,66.0356287020464,19730.0,14,3,1000000000
1242,nan328,45,Male,Unknown,1978,3,Life Sciences,2,11.751081406865323,1,0,0,2,1,3,3.0,3,3.0,No,0.0,7,1,Unknown,2, research scientist ,3,1339.0,59.0,18787.0,17,1,1000000000
1243,nan329,36,Male,Unknown,1987,3,Medical,0,10.805911276884656,1,0,0,4,3,1,2.0,2,3.0,Yes,0.2643571932119817,9,1,Unknown,0, research scientist ,1,318.0,65.69400187900362,21777.0,17,1,1000000000
1244,97,36,Female,Unknown,1987,3,Life Sciences,3,10.633351757472463,1,0,0,2,4,2,3.0,4,3.0,No,0.0,6,1,travel_rarely,3, laboratory technician ,1,132.0,55.0,22002.0,12,0,1000000000
1245,nan330,45,Male,Unknown,1978,4,Other,4,10.689733198614993,0,0,0,4,1,2,4.0,3,3.0,No,1.0,6,0,travel_rarely,3, research director ,3,193.0,52.0,15067.0,14,0,1000000000
1246,106,55,Male,Married,1968,2,Unknown,3,10.614373227284098,1,1,0,1,4,4,3.0,3,3.0,No,0.257671569255293,1,1,Unknown,4, sales executive ,3,111.0,70.0,18092.0,14,1,1000000000
1247,113,23,Male,Divorced,2000,1,Technical Degree,3,11.012277711877731,0,0,0,3,1,3,3.0,3,3.0,No,0.0,2,0,Unknown,3, sales representative ,1,541.0,62.0,9518.0,13,1,1000000000
1248,nan331,32,Male,Single,1991,1,Life Sciences,1,11.277375799289178,1,0,0,4,1,4,3.0,3,3.0,No,0.0,1,1,travel_rarely,2, research scientist ,1,827.0,71.0,15178.0,13,0,1000000000
1249,137,20,Female,Single,2003,3,Life Sciences,1,11.317957373401768,1,1,0,4,4,2,3.0,2,3.151630335335437,Yes,1.0,6,0,Unknown,5, laboratory technician ,1,871.0,66.0,19783.0,18,0,1000000000
1250,139,37,Male,Divorced,1986,2,Life Sciences,5,17.0,1,0,0,3,4,4,4.0,2,3.0,No,0.0,2,0,Unknown,2, healthcare representative ,2,1040.0,100.0,15850.0,14,1,1000000000
1251,144,22,Female,Single,2001,3,Unknown,1,11.255318643070407,0,0,0,2,4,3,3.0,3,3.0,No,0.0,15,0,Unknown,5, laboratory technician ,1,803.5821898376572,59.0,23785.0,15,0,1000000000
1252,nan332,34,Female,Unknown,1989,4,Life Sciences,6,11.465455925176606,1,0,0,2,2,3,3.0,2,3.0,No,0.2898910004065468,24,1,Unknown,3, research scientist ,2,1031.0,45.0,15000.0,15,1,1000000000
1253,155,36,Female,Divorced,1987,2,Life Sciences,5,11.364341874106124,1,0,0,1,4,1,3.0,3,4.0,No,0.2900926828990277,3,0,Unknown,2, laboratory technician ,1,922.0,39.0,2561.0,22,1,1000000000
1254,167,19,Male,Single,2004,1,Marketing,1,0.0,0,0,0,4,3,4,2.0,3,3.0,Yes,1.0,22,1,travel_rarely,2, sales representative ,1,528.0,65.83240228062449,26820.0,19,0,1000000000
1255,200,41,Male,Unknown,1982,4,Life Sciences,2,7.0,5,1,4,3,1,4,3.0,3,4.0,No,0.26428519252191923,9,1,Unknown,2, laboratory technician ,1,803.6645166501463,94.0,6961.0,21,1,1000000000
1256,201,19,Female,Single,2004,1,Unknown,1,1.0,1,0,0,2,2,4,3.0,3,3.1536073793883155,No,0.0,18,0,Unknown,3, laboratory technician ,1,803.6142805929602,79.0,16102.0,14,0,1000000000
1257,211,51,Male,Married,1972,4,Unknown,2,10.0,1,0,0,2,3,3,3.0,2,3.0,No,0.0,7,1,Unknown,2, manufacturing director ,2,1169.0,34.0,13983.0,17,0,1000000000
1258,214,58,Female,Married,1965,3,Unknown,4,9.0,1,0,0,2,2,2,2.0,2,4.0,No,1.0,9,0,Unknown,3, research scientist ,1,1145.0,75.0,11873.0,20,1,1000000000
1259,nan333,19,Female,Unknown,2004,1,Unknown,0,1.0,0,0,0,3,1,1,2.7656829404261445,1,4.0,Yes,0.0,1,1,travel_frequently,5, sales representative ,1,602.0,100.0,20989.0,21,0,1000000000
1260,243,19,Male,Single,2004,3,Life Sciences,1,1.0,1,1,0,2,4,3,2.0,2,4.0,Yes,0.2674537948204325,2,1,travel_rarely,3, laboratory technician ,1,303.0,65.68404549942598,9241.0,22,0,1000000000
1261,nan334,35,Male,Unknown,1988,2,Unknown,3,8.0,1,0,1,2,3,1,3.0,2,3.0,Yes,1.0,23,1,travel_rarely,1, manufacturing director ,2,556.0,50.0,15497.0,13,0,1000000000
1262,271,38,Male,Unknown,1985,4,Unknown,9,14.0,1,0,0,4,3,2,3.0,3,3.0,No,0.2848107703373896,38,0,travel_rarely,3, manufacturing director ,2,1261.0,66.31583075520929,7259.0,14,0,1000000000
1263,282,38,Male,Married,1985,1,Medical,7,17.0,1,0,0,2,1,2,3.0,3,3.149499325113514,Yes,1.0,29,0,Unknown,2, healthcare representative ,2,1180.0,70.0,11354.0,19,0,1000000000
1264,nan335,41,Female,Single,1982,3,Life Sciences,3,11.341386115664985,1,0,0,4,4,3,3.0,3,3.0,No,1.0,6,0,Unknown,3, manager ,3,896.0,75.0,14674.0,18,0,1000000000
1265,309,59,Male,Married,1964,3,Life Sciences,3,7.0,1,0,0,3,4,1,3.0,2,3.0,No,0.25965407632189186,3,1,travel_rarely,6, research scientist ,1,142.0,70.0,8456.0,17,1,1000000000
1266,323,50,Female,Divorced,1973,4,Medical,3,11.302285999515801,7,0,6,4,4,3,2.0,3,3.0,No,0.0,1,0,travel_rarely,3, manager ,5,854.0,68.0,24118.0,11,1,1000000000
1267,334,41,Male,Divorced,1982,2,Life Sciences,2,17.0,1,0,0,3,1,1,2.0,3,3.0,No,0.3008203756533265,19,1,travel_rarely,2, research scientist ,2,1411.0,36.0,19877.0,16,2,1000000000
1268,nan336,45,Male,Unknown,1978,3,Unknown,0,25.0,24,1,7,3,4,3,3.0,4,3.0,No,0.25591365577299285,1,0,Unknown,2, manager ,5,252.0,70.0,15970.0,11,1,1000000000
1269,342,37,Male,Unknown,1986,3,Medical,6,17.0,1,0,0,1,3,2,3.0,3,3.1535411898003205,Yes,0.0,10,1,Unknown,5, manufacturing director ,3,504.0,61.0,22573.0,11,2,1000000000
1270,nan337,51,Male,Married,1972,3,Unknown,1,1.0,1,0,0,3,4,2,2.0,3,3.0,No,0.0,38,1,Unknown,0, research scientist ,1,833.0,96.0,23231.0,11,0,1000000000
1271,364,28,Male,Single,1995,4,Life Sciences,2,5.0,0,0,0,1,3,3,1.0,3,3.0,Yes,0.26535847772464743,2,0,travel_rarely,5, laboratory technician ,1,529.0,79.0,14935.0,11,0,1000000000
1272,nan338,29,Male,Married,1994,3,Medical,2,10.0,0,0,0,1,2,2,2.7202515239183955,2,3.0,No,0.0,2,1,travel_rarely,2, sales executive ,2,1210.0,78.0,3687.0,19,2,1000000000
1273,367,31,Male,Unknown,1992,3,Medical,0,10.0,9,7,8,2,4,2,3.0,2,3.1473307864585074,No,0.0,23,1,travel_rarely,2, healthcare representative ,2,1463.0,64.0,14408.0,21,1,1000000000
1274,nan339,38,Female,Unknown,1985,2,Medical,1,8.0,8,7,7,1,1,3,3.0,4,4.0,No,1.0,7,0,travel_rarely,3, sales executive ,2,322.0,44.0,19191.0,24,1,1000000000
1275,392,44,Male,Unknown,1979,3,Life Sciences,3,19.0,1,0,0,1,3,4,1.0,3,4.0,Yes,1.0,12,1,travel_frequently,0, laboratory technician ,1,920.0,43.0,19920.0,22,1,1000000000
1276,397,36,Male,Single,1987,3,Technical Degree,4,10.0,8,7,7,3,2,4,3.0,3,3.0,No,0.2849311083748979,3,1,Unknown,2, research scientist ,2,506.0,30.0,26285.0,12,0,1000000000
1277,nan340,18,Male,Single,2005,3,Unknown,1,0.0,0,0,0,3,3,3,3.0,3,3.0,Yes,0.0,3,1,Unknown,2, laboratory technician ,1,803.5477466344419,54.0,25233.0,13,0,1000000000
1278,407,36,Male,Married,1987,4,Life Sciences,4,4.0,1,0,0,3,4,4,3.0,4,3.0,No,0.0,18,1,Unknown,2, laboratory technician ,1,566.0,81.0,7122.0,18,2,1000000000
1279,nan341,18,Female,Unknown,2005,3,Unknown,1,0.0,0,0,0,4,3,1,3.0,2,3.0,No,0.0,10,0,Unknown,2, sales representative ,1,812.0,69.0,9724.0,12,0,1000000000
1280,445,39,Female,Married,1984,2,Unknown,4,12.0,1,0,0,4,3,1,2.0,3,3.0,Yes,1.0,3,1,travel_rarely,3, sales executive ,2,1162.0,41.0,17778.0,18,0,1000000000
1281,nan342,43,Female,Married,1980,3,Unknown,8,11.437619969704848,1,0,0,2,1,1,2.0,3,3.0,No,0.0,15,1,travel_rarely,1, healthcare representative ,3,1001.0,43.0,9262.0,16,1,1000000000
1282,nan343,47,Male,Unknown,1976,1,Medical,3,5.0,0,0,0,2,3,1,3.0,3,3.0,No,0.0,4,0,travel_frequently,3, sales representative ,2,1309.0,99.0,25751.0,19,0,1000000000
1283,468,42,Female,Single,1981,5,Unknown,2,16.0,1,0,0,1,4,2,3.0,3,3.0,No,0.0,23,0,travel_rarely,2, research director ,4,810.0,44.0,15901.0,14,0,1000000000
1284,471,32,Female,Married,1991,3,Unknown,1,8.0,8,0,7,3,2,3,3.0,3,3.1511361224482615,No,0.0,2,1,Unknown,4, laboratory technician ,1,1062.0,75.0,3956.0,13,1,1000000000
1285,473,48,Female,Married,1975,1,Medical,3,15.0,0,0,0,1,3,2,1.0,3,4.0,No,0.2565338136330129,29,1,travel_rarely,3, manager ,3,530.0,91.0,23978.0,21,1,1000000000
1286,477,42,Male,Unknown,1981,4,Unknown,3,11.745813377129187,1,0,0,1,4,2,3.0,2,4.0,No,0.27309341486251515,2,0,travel_rarely,6, healthcare representative ,2,1332.0,98.0,17078.0,23,0,1000000000
1287,479,36,Female,Unknown,1987,5,Medical,4,11.2932317630245,1,0,0,4,4,2,3.0,3,3.15012501414089,No,0.2856385674901544,1,1,non-travel,6, sales executive ,2,845.0,45.0,15276.0,15,0,1000000000
1288,485,33,Female,Single,1990,3,Marketing,1,1.0,1,0,0,4,3,2,3.0,3,3.1532216124309027,Yes,0.28267217115433096,5,0,travel_rarely,2, sales representative ,1,350.0,34.0,9150.0,13,0,1000000000
1289,487,46,Female,Married,1977,4,Medical,2,7.0,1,0,0,3,3,3,4.0,3,3.0,No,0.30075301590875353,7,1,Unknown,2, manufacturing director ,2,1144.0,30.0,16044.0,14,0,1000000000
1290,494,21,Female,Single,2002,3,Life Sciences,1,1.0,1,0,0,3,2,4,3.0,4,3.0,Yes,0.2531350166097556,12,0,travel_rarely,0, sales representative ,1,156.0,90.0,25422.0,15,0,1000000000
1291,508,30,Male,Unknown,1993,1,Technical Degree,1,10.698695719576875,1,0,0,3,2,1,3.0,3,3.0,No,0.2588588341605588,2,1,Unknown,3, sales representative ,1,202.0,72.0,17434.0,18,1,1000000000
1292,514,30,Male,Single,1993,3,Unknown,9,3.0,1,0,0,3,4,3,3.0,3,4.0,Yes,1.0,4,0,travel_frequently,4, research scientist ,1,464.0,40.0,3427.0,23,0,1000000000
1293,518,32,Male,Single,1986,4,Unknown,2,18.0,1,0,1,3,2,4,2.0,3,3.0,No,0.29220028099469864,10,1,travel_rarely,2, manufacturing director ,2,1305.0,49.0,21123.0,12,0,1000000000
1294,nan344,40,Female,Married,1983,3,Unknown,6,11.025739041197738,1,0,0,2,3,2,3.0,2,4.0,No,0.0,2,1,travel_rarely,3, laboratory technician ,2,555.0,78.0,13436.0,22,1,1000000000
1295,nan345,28,Male,Unknown,1995,2,Unknown,1,10.0,10,1,8,3,1,4,2.7117953602363833,3,3.0,No,0.28145057293855913,17,0,travel_rarely,2, laboratory technician ,2,1300.0,79.0,13535.0,12,1,1000000000
1296,556,38,Male,Married,1985,2,Unknown,1,11.890364301642313,1,0,0,4,4,3,3.0,3,4.0,No,1.0,2,0,travel_frequently,3, laboratory technician ,1,1490.0,42.0,12106.0,23,1,1000000000
1297,566,19,Male,Single,2004,2,Technical Degree,1,1.0,1,0,0,1,4,3,4.0,2,3.0,Yes,0.0,2,1,Unknown,3, human resources ,1,489.0,65.80668643592293,18437.0,12,0,1000000000
1298,568,57,Male,Divorced,1966,3,Unknown,3,10.705609292440975,1,0,0,1,4,3,2.0,2,3.0,No,0.0,29,1,travel_rarely,3, manager ,4,210.0,56.0,22102.0,12,1,1000000000
1299,nan346,47,Female,Unknown,1976,2,Medical,5,20.0,5,0,4,1,4,3,3.0,3,3.150340826390081,No,0.2768550046988431,2,1,travel_rarely,2, manufacturing director ,2,983.0,65.0,7389.0,13,3,1000000000
1300,nan347,54,Female,Single,1969,4,Life Sciences,7,11.018135273219654,1,0,0,3,3,3,3.0,3,3.0,No,0.2801847693840832,8,0,travel_rarely,3, laboratory technician ,2,548.0,42.0,23428.0,11,0,1000000000
1301,nan348,31,Male,Unknown,1992,3,Unknown,3,12.0,1,0,0,4,3,1,3.0,3,3.0,Yes,0.0,42,1,travel_frequently,2, healthcare representative ,3,534.0,66.0,22908.0,12,0,1000000000
1302,614,18,Male,Unknown,2005,3,Marketing,1,11.720833103238741,0,0,0,2,2,4,3.0,3,3.0,Yes,1.0,5,0,travel_frequently,3, sales representative ,1,1306.0,69.0,8059.0,14,0,1000000000
1303,615,40,Male,Unknown,1983,3,Other,3,20.0,1,0,1,3,1,3,3.0,1,3.0,No,0.0,28,1,Unknown,2, sales executive ,3,1094.0,58.0,11373.0,15,1,1000000000
1304,nan349,26,Male,Unknown,1997,2,Unknown,5,8.0,0,0,0,1,3,1,3.0,3,3.0,No,0.2851641425671394,29,1,Unknown,5, sales executive ,2,775.0,45.0,4267.0,12,2,1000000000
1305,622,26,Male,Single,1997,3,Unknown,1,1.0,1,0,0,3,4,2,1.0,1,3.0,Yes,1.0,24,1,travel_rarely,3, laboratory technician ,1,471.0,66.0,23213.0,18,0,1000000000
1306,nan350,38,Female,Unknown,1985,3,Unknown,3,18.0,1,0,0,3,3,3,2.6946982580662113,3,3.0,No,0.0,10,1,Unknown,4, healthcare representative ,2,1495.0,76.0,22174.0,19,1,1000000000
1307,643,24,Male,Married,1999,2,Other,1,1.0,1,0,0,4,2,4,3.0,2,4.0,No,0.0,17,1,Unknown,2, laboratory technician ,1,823.0,94.0,9100.0,21,1,1000000000
1308,648,30,Male,Married,1993,4,Unknown,1,1.0,1,0,0,2,1,3,4.0,2,3.0,Yes,0.0,12,1,travel_frequently,2, sales representative ,1,448.0,74.0,14470.0,18,1,1000000000
1309,656,37,Male,Married,1986,3,Marketing,4,11.02842582714935,3,1,0,4,3,3,2.0,3,3.0,No,0.26568618851696046,2,0,travel_rarely,3, sales executive ,2,558.0,75.0,3010.0,11,1,1000000000
1310,657,20,Female,Unknown,2003,3,Life Sciences,1,1.0,1,0,0,4,2,4,4.0,2,3.1528598932576832,No,0.0,1,1,travel_rarely,0, research scientist ,1,959.0,83.0,11757.0,13,0,1000000000
1311,661,43,Male,Divorced,1980,4,Other,4,21.0,1,0,0,2,4,3,2.7693754496090945,2,3.0,No,0.27855298815578355,14,0,Unknown,3, research director ,4,782.0,50.0,2671.0,14,1,1000000000
1312,662,38,Female,Unknown,1985,1,Life Sciences,3,8.0,0,0,0,3,1,4,2.0,3,3.0,No,0.0,27,1,Unknown,3, research scientist ,1,362.0,65.72299517884089,14561.0,17,0,1000000000
1313,nan351,33,Male,Divorced,1990,4,Marketing,0,6.0,5,1,2,3,3,4,3.0,3,3.0,No,0.2987751213700099,8,0,Unknown,3, sales executive ,2,1216.0,39.0,20431.0,12,0,1000000000
1314,nan352,30,Female,Unknown,1993,3,Unknown,1,1.0,1,0,0,3,3,3,2.8180295083480225,3,4.0,No,0.0,3,0,Unknown,2, research scientist ,1,160.0,71.0,22653.0,20,1,1000000000
1315,690,29,Female,Unknown,1994,2,Medical,1,11.255422847973332,6,1,2,2,3,1,2.0,3,3.0,No,0.0,44,0,Unknown,5, sales executive ,2,803.5901874751632,62.0,3487.0,14,1,1000000000
1316,701,20,Male,Single,2003,1,Medical,1,11.771535923600128,1,1,1,4,3,4,3.0,3,3.0,Yes,0.3032736928240823,10,1,Unknown,5, research scientist ,1,1362.0,32.0,26999.0,11,0,1000000000
1317,704,35,Male,Married,1988,3,Unknown,1,1.0,1,0,0,2,3,3,3.0,2,3.0,No,0.0,20,0,non-travel,3, laboratory technician ,1,727.0,41.0,16900.0,18,2,1000000000
1318,715,37,Male,Single,1986,2,Life Sciences,3,11.646179695801965,1,0,0,4,4,1,2.7178434055970575,4,3.0,No,0.0,10,1,Unknown,2, research scientist ,1,1225.0,80.0,15232.0,17,0,1000000000
1319,743,38,Female,Single,1985,3,Unknown,4,10.0,1,0,0,3,3,4,2.811552754905401,3,3.157848881587754,No,1.0,1,1,Unknown,4, manufacturing director ,3,168.0,81.0,15397.0,14,0,1000000000
1320,749,29,Male,Single,1994,3,Unknown,1,1.0,1,0,0,3,3,3,2.7101734496063417,3,3.0,No,0.0,10,0,Unknown,6, sales representative ,1,1396.0,66.40476796782885,2755.0,11,0,1000000000
1321,nan353,35,Female,Divorced,1988,4,Unknown,2,16.0,1,0,0,4,1,1,4.0,3,3.0,No,0.0,2,1,Unknown,2, healthcare representative ,2,1225.0,61.0,4761.0,11,1,1000000000
1322,773,38,Male,Married,1985,5,Medical,6,10.76043435492963,1,0,1,4,3,2,1.0,3,3.0,No,1.0,2,1,travel_rarely,0, research scientist ,1,268.0,92.0,20471.0,13,1,1000000000
1323,775,34,Female,Unknown,1989,5,Life Sciences,3,10.665043718978513,0,0,0,2,1,3,2.8335124704279893,3,3.0,No,0.0,8,1,travel_rarely,3, manufacturing director ,2,167.0,32.0,4187.0,14,1,1000000000
1324,811,23,Male,Unknown,2000,3,Life Sciences,1,1.0,0,0,0,3,1,3,3.0,4,4.0,Yes,1.0,6,0,Unknown,2, laboratory technician ,1,1243.0,66.30387705378786,3445.0,21,2,1000000000
1325,812,24,Male,Divorced,1999,3,Life Sciences,1,11.52240629744475,1,0,0,3,2,3,3.0,2,3.0,No,0.0,9,0,Unknown,4, laboratory technician ,1,1092.0,60.0,26551.0,11,3,1000000000
1326,816,29,Female,Married,1994,2,Life Sciences,1,1.0,1,0,0,2,1,4,3.0,2,3.0,Yes,0.29233043196410846,1,1,travel_rarely,1, laboratory technician ,1,805.0,36.0,6689.0,11,1,1000000000
1327,832,40,Male,Unknown,1983,4,Medical,6,10.0,1,0,0,1,3,4,3.0,2,3.0,No,0.0,16,1,travel_frequently,6, laboratory technician ,2,720.0,51.0,11983.0,14,0,1000000000
1328,833,30,Female,Single,1993,3,Unknown,5,12.0,0,0,0,3,4,2,2.0,2,4.0,No,0.2813374550255264,2,1,travel_rarely,4, manufacturing director ,2,803.5657422466074,52.0,20234.0,24,0,1000000000
1329,834,45,Female,Unknown,1978,3,Unknown,1,1.0,1,0,0,2,3,4,3.0,2,3.0,No,0.0,2,1,Unknown,3, research scientist ,1,252.0,95.0,6153.0,14,0,1000000000
1330,nan354,27,Male,Married,1996,3,Medical,1,0.0,0,0,0,4,4,3,2.0,3,3.0,No,0.2780501004980167,3,1,Unknown,6, research scientist ,1,443.0,50.0,16571.0,11,3,1000000000
1331,nan355,37,Male,Unknown,1986,4,Marketing,4,9.0,1,0,0,4,3,4,3.0,2,3.1554621498507847,No,0.26538435831110624,16,1,Unknown,2, sales executive ,2,342.0,66.0,24558.0,19,2,1000000000
1332,nan356,32,Male,Divorced,1991,3,Life Sciences,0,4.0,3,0,2,4,4,2,3.0,3,3.155588019285325,No,0.0,1,1,Unknown,2, laboratory technician ,1,300.0,61.0,9148.0,12,1,1000000000
1333,897,53,Male,Married,1970,3,Marketing,5,28.0,2,2,2,1,4,3,3.0,3,3.0,No,0.2678126780369562,8,1,travel_rarely,3, sales executive ,4,868.0,73.0,22789.0,14,1,1000000000
1334,904,37,Male,Single,1986,2,Unknown,1,11.669680128801389,10,0,9,2,2,4,3.0,3,3.0,No,1.0,19,0,Unknown,2, sales executive ,3,1252.0,32.0,4814.0,13,0,1000000000
1335,911,32,Male,Unknown,1991,4,Unknown,1,1.0,1,0,1,1,4,3,1.0,3,4.0,Yes,0.2595972142035322,25,1,travel_rarely,2, laboratory technician ,1,374.0,87.0,18016.0,24,0,1000000000
1336,918,58,Male,Divorced,1965,1,Unknown,9,3.0,1,0,0,4,4,4,2.0,2,3.0,Yes,0.28171235040783416,2,1,travel_frequently,3, laboratory technician ,1,781.0,57.0,13384.0,14,1,1000000000
1337,nan357,43,Female,Divorced,1980,3,Unknown,4,4.0,1,0,0,1,2,3,4.0,3,4.0,No,0.0,8,0,travel_rarely,2, manufacturing director ,2,177.0,55.0,23814.0,21,1,1000000000
1338,923,21,Female,Single,2002,1,Other,1,11.832754018583069,1,0,0,4,4,1,2.0,3,3.14757545266708,Yes,0.0,18,0,travel_rarely,3, research scientist ,1,1427.0,65.0,8870.0,19,0,1000000000
1339,934,34,Male,Unknown,1989,3,Life Sciences,1,1.0,1,1,0,4,2,2,3.0,3,3.0,No,0.0,48,1,Unknown,3, laboratory technician ,1,546.0,83.0,6896.0,14,2,1000000000
1340,940,58,Female,Divorced,1965,3,Unknown,2,24.0,6,0,4,3,2,4,3.0,2,3.1458755369826763,No,0.2946780261135213,5,0,Unknown,3, healthcare representative ,3,1272.0,37.0,9255.0,13,1,1000000000
1341,945,48,Male,Married,1975,4,Medical,4,13.0,0,0,0,4,3,1,2.0,3,3.0,No,0.281422559808232,20,0,Unknown,2, research scientist ,1,803.5650845103181,51.0,5543.0,17,2,1000000000
1342,951,32,Female,Married,1991,3,Life Sciences,6,5.0,3,0,2,3,2,3,3.0,2,3.1500143445861997,No,0.0,1,1,non-travel,3, laboratory technician ,1,1184.0,70.0,3974.0,20,0,1000000000
1343,952,25,Male,Married,1998,2,Marketing,1,11.313319236908091,1,0,0,3,2,3,3.0,2,3.1492618114599886,Yes,1.0,19,0,Unknown,2, sales representative ,1,867.0,36.0,18798.0,18,3,1000000000
1344,954,40,Male,Divorced,1983,4,Marketing,2,11.0,1,0,0,1,2,2,2.0,2,3.0,No,0.0,10,1,Unknown,2, sales executive ,3,658.0,67.0,20652.0,12,1,1000000000
1345,959,19,Male,Single,2004,3,Other,1,1.0,1,0,0,4,2,2,4.0,2,3.0,Yes,1.0,21,0,Unknown,3, sales representative ,1,419.0,37.0,9947.0,13,0,1000000000
1346,nan358,20,Male,Single,2003,3,Technical Degree,1,1.0,1,0,0,1,1,2,3.0,3,3.0,Yes,0.255191061393095,4,0,travel_rarely,2, laboratory technician ,1,129.0,84.0,13008.0,19,0,1000000000
1347,nan359,33,Female,Unknown,1990,3,Unknown,0,6.0,5,1,4,2,4,1,3.0,2,3.0,No,0.29402410853569455,1,1,travel_rarely,3, healthcare representative ,2,1069.0,42.0,12291.0,14,0,1000000000
1348,nan360,58,Male,Single,1965,3,Unknown,4,7.0,1,0,0,4,3,1,3.0,3,4.0,Yes,0.0,2,0,travel_rarely,4, research scientist ,1,289.0,51.0,26227.0,24,0,1000000000
1349,986,40,Female,Single,1983,3,Unknown,4,22.0,1,0,0,2,2,4,2.0,4,3.0,Yes,0.2720382882769992,24,1,non-travel,2, sales executive ,4,1479.0,100.0,17071.0,16,0,1000000000
1350,994,29,Female,Single,1994,3,Unknown,6,3.0,0,0,0,4,1,3,3.0,2,4.0,Yes,1.0,10,1,travel_rarely,5, research scientist ,1,906.0,92.0,11479.0,20,0,1000000000
1351,1003,47,Female,Single,1976,2,Life Sciences,1,9.0,9,0,7,4,4,3,3.0,3,3.0,No,1.0,18,0,travel_rarely,0, sales executive ,2,955.0,83.0,8571.0,17,0,1000000000
1352,1012,18,Male,Unknown,2005,2,Unknown,1,10.777432512563994,0,0,0,2,4,4,3.0,3,3.0,No,0.0,5,1,Unknown,2, research scientist ,1,287.0,73.0,13493.0,15,0,1000000000
1353,nan361,20,Female,Unknown,2003,3,Medical,1,1.0,1,0,0,4,1,1,3.0,2,3.0,Yes,1.0,16,0,Unknown,2, research scientist ,1,1097.0,98.0,18275.0,15,0,1000000000
1354,1029,42,Male,Unknown,1981,2,Unknown,6,21.0,1,0,0,4,3,2,4.0,3,3.0,No,0.0,5,1,Unknown,3, manager ,5,265.0,90.0,7770.0,13,0,1000000000
1355,nan362,50,Male,Married,1973,3,Unknown,4,8.0,1,0,0,1,4,2,3.0,3,3.1520802692011536,No,0.0,9,1,travel_rarely,5, laboratory technician ,1,804.0,64.0,20165.0,18,0,1000000000
1356,1033,37,Female,Unknown,1986,2,Medical,5,15.0,1,0,0,1,2,1,1.0,1,3.0,Yes,0.0,11,1,travel_rarely,2, healthcare representative ,2,1141.0,61.0,14382.0,15,0,1000000000
1357,nan363,38,Male,Unknown,1985,4,Life Sciences,8,19.0,1,0,0,2,4,3,3.0,3,3.0,No,1.0,3,0,Unknown,1, sales executive ,2,803.5530672227545,42.0,4981.0,12,0,1000000000
1358,1052,36,Male,Divorced,1987,3,Unknown,7,9.0,1,0,0,1,3,2,2.0,3,3.0,Yes,0.2660789067243482,15,1,Unknown,3, laboratory technician ,2,660.0,81.0,7858.0,14,1,1000000000
1359,1056,28,Male,Married,1995,1,Medical,1,11.570990911798946,1,0,0,4,2,2,3.0,3,4.0,No,0.0,10,1,travel_rarely,5, sales representative ,1,1144.0,74.0,23384.0,22,0,1000000000
1360,1076,43,Male,Unknown,1980,3,Unknown,5,18.0,1,0,0,3,4,3,3.0,2,3.0,No,0.0,25,1,Unknown,5, sales executive ,3,415.0,65.75800373943514,5268.0,13,1,1000000000
1361,1079,21,Female,Single,2002,3,Unknown,1,1.0,1,1,0,3,1,1,2.0,2,3.1463935392807794,Yes,0.0,10,1,travel_rarely,6, laboratory technician ,1,1334.0,36.0,17258.0,13,0,1000000000
1362,1081,51,Male,Married,1972,4,Unknown,9,18.0,10,2,7,1,3,3,4.0,3,3.1455857871562065,Yes,0.2992735976578479,4,0,travel_rarely,2, research scientist ,1,1323.0,34.0,10332.0,12,3,1000000000
1363,1105,37,Female,Divorced,1986,4,Unknown,2,8.0,1,0,0,4,4,3,3.0,2,3.1575108145548776,No,1.0,10,0,Unknown,5, sales executive ,2,309.0,88.0,24223.0,14,3,1000000000
1364,1111,28,Male,Divorced,1995,3,Medical,1,11.44508637416985,1,0,0,1,2,1,3.0,2,3.1489619485345974,Yes,0.0,1,0,Unknown,2, laboratory technician ,1,1009.0,45.0,7160.0,15,2,1000000000
1365,1113,50,Male,Single,1973,4,Unknown,3,5.0,0,0,0,4,3,4,3.0,3,3.0,Yes,1.0,1,1,Unknown,4, sales executive ,2,803.6271317076364,81.0,17251.0,14,0,1000000000
1366,1115,34,Male,Unknown,1989,4,Unknown,3,6.0,0,0,0,3,4,4,3.0,2,3.0,No,0.0,3,1,Unknown,2, research scientist ,1,697.0,40.0,22478.0,17,3,1000000000
